idx,case,Activity,timestamp,lifecycle,ApplicationType,LoanGoal,RequestedAmount,MonthlyCost,resource,Selected,EventID,OfferID,FirstWithdrawalAmount,Action,Accepted,CreditScore,NumberOfTerms,EventOrigin,OfferedAmount,EventIDraw
473,Application_1036621789,W_Validate application,2016-09-23T14:49:11.548+0100,SUSPEND,New credit,Car,15000.0,,User_27,,Workitem_2139198182,,,Released,,,,Workflow,,Workitem_2139198182
474,Application_1036621789,W_Validate application,2016-09-28T08:47:23.422+0100,RESUME,New credit,Car,15000.0,,User_93,,Workitem_1522064321,,,Obtained,,,,Workflow,,Workitem_1522064321
475,Application_1036621789,W_Validate application,2016-09-28T08:48:47.427+0100,SUSPEND,New credit,Car,15000.0,,User_93,,Workitem_1714474987,,,Released,,,,Workflow,,Workitem_1714474987
476,Application_1036621789,W_Validate application,2016-09-28T08:50:02.698+0100,RESUME,New credit,Car,15000.0,,User_93,,Workitem_626955715,,,Obtained,,,,Workflow,,Workitem_626955715
477,Application_1036621789,W_Validate application,2016-09-28T09:15:34.740+0100,COMPLETE,New credit,Car,15000.0,,User_93,,Workitem_1446943071,,,Deleted,,,,Workflow,,Workitem_1446943071
478,Application_1036621789,W_Call incomplete files,2016-09-28T09:15:34.745+0100,SCHEDULE,New credit,Car,15000.0,,User_93,,Workitem_1358672451,,,Created,,,,Workflow,,Workitem_1358672451
479,Application_1036621789,W_Call incomplete files,2016-09-28T09:15:34.747+0100,START,New credit,Car,15000.0,,User_93,,Workitem_1000524333,,,Obtained,,,,Workflow,,Workitem_1000524333
480,Application_1036621789,A_Incomplete,2016-09-28T09:15:34.748+0100,COMPLETE,New credit,Car,15000.0,,User_93,,ApplState_1961629228,,,statechange,,,,Application,,ApplState_1961629228
481,Application_1036621789,W_Call incomplete files,2016-09-28T09:15:43.762+0100,SUSPEND,New credit,Car,15000.0,,User_93,,Workitem_1273522387,,,Released,,,,Workflow,,Workitem_1273522387
482,Application_1036621789,W_Call incomplete files,2016-09-28T10:35:01.999+0100,RESUME,New credit,Car,15000.0,,User_41,,Workitem_1593390360,,,Obtained,,,,Workflow,,Workitem_1593390360
483,Application_1036621789,W_Call incomplete files,2016-09-28T10:39:05.338+0100,SUSPEND,New credit,Car,15000.0,,User_41,,Workitem_466402873,,,Released,,,,Workflow,,Workitem_466402873
484,Application_1036621789,W_Call incomplete files,2016-09-28T17:08:50.474+0100,ATE_ABORT,New credit,Car,15000.0,,User_41,,Workitem_1243827823,,,Deleted,,,,Workflow,,Workitem_1243827823
485,Application_1036621789,W_Validate application,2016-09-28T17:08:50.480+0100,SCHEDULE,New credit,Car,15000.0,,User_41,,Workitem_847542429,,,Created,,,,Workflow,,Workitem_847542429
486,Application_1036621789,W_Validate application,2016-09-28T17:08:50.482+0100,START,New credit,Car,15000.0,,User_41,,Workitem_902457947,,,Obtained,,,,Workflow,,Workitem_902457947
487,Application_1036621789,A_Validating,2016-09-28T17:08:50.535+0100,COMPLETE,New credit,Car,15000.0,,User_41,,ApplState_1185847844,,,statechange,,,,Application,,ApplState_1185847844
488,Application_1036621789,W_Validate application,2016-09-28T18:56:18.703+0100,SUSPEND,New credit,Car,15000.0,,User_47,,Workitem_1399656887,,,Released,,,,Workflow,,Workitem_1399656887
489,Application_1036621789,O_Accepted,2016-09-29T08:16:20.996+0100,COMPLETE,New credit,Car,15000.0,,User_29,,OfferState_766109586,Offer_312521947,,statechange,,,,Offer,,OfferState_766109586
490,Application_1036621789,A_Pending,2016-09-29T08:16:21.001+0100,COMPLETE,New credit,Car,15000.0,,User_29,,ApplState_146403193,,,statechange,,,,Application,,ApplState_146403193
491,Application_1036621789,W_Validate application,2016-09-29T08:16:21.004+0100,ATE_ABORT,New credit,Car,15000.0,,User_29,,Workitem_900812833,,,Deleted,,,,Workflow,,Workitem_900812833
305,Application_104058265,A_Create Application,2016-07-12T10:21:57.190+0100,COMPLETE,New credit,Unknown,0.0,,User_45,,Application_104058265,,,Created,,,,Application,,Application_104058265
306,Application_104058265,W_Complete application,2016-07-12T10:21:57.240+0100,SCHEDULE,New credit,Unknown,0.0,,User_45,,Workitem_1783206658,,,Created,,,,Workflow,,Workitem_1783206658
307,Application_104058265,W_Complete application,2016-07-12T10:21:57.243+0100,START,New credit,Unknown,0.0,,User_45,,Workitem_2047799544,,,Obtained,,,,Workflow,,Workitem_2047799544
308,Application_104058265,A_Concept,2016-07-12T10:21:57.246+0100,COMPLETE,New credit,Unknown,0.0,,User_45,,ApplState_2011623820,,,statechange,,,,Application,,ApplState_2011623820
309,Application_104058265,W_Complete application,2016-07-12T10:28:04.229+0100,SUSPEND,New credit,Unknown,0.0,,User_45,,Workitem_1885935181,,,Released,,,,Workflow,,Workitem_1885935181
310,Application_104058265,W_Complete application,2016-07-13T11:48:54.747+0100,RESUME,New credit,Unknown,0.0,,User_16,,Workitem_1689087252,,,Obtained,,,,Workflow,,Workitem_1689087252
311,Application_104058265,W_Complete application,2016-07-13T11:49:59.765+0100,SUSPEND,New credit,Unknown,0.0,,User_16,,Workitem_312784780,,,Released,,,,Workflow,,Workitem_312784780
312,Application_104058265,A_Accepted,2016-07-14T18:10:51.915+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,ApplState_559452041,,,statechange,,,,Application,,ApplState_559452041
313,Application_104058265,O_Create Offer,2016-07-14T18:15:38.187+0100,COMPLETE,New credit,Unknown,0.0,56.3,User_35,False,Offer_1939264376,Offer_1939264376,817.0,Created,True,0.0,120.0,Offer,5000.0,Offer_1939264376
314,Application_104058265,O_Created,2016-07-14T18:15:38.862+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,OfferState_965397829,Offer_1939264376,,statechange,,,,Offer,,OfferState_965397829
315,Application_104058265,O_Sent (mail and online),2016-07-14T18:15:48.819+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,OfferState_1130276518,Offer_1939264376,,statechange,,,,Offer,,OfferState_1130276518
316,Application_104058265,W_Complete application,2016-07-14T18:15:48.835+0100,ATE_ABORT,New credit,Unknown,0.0,,User_35,,Workitem_831601700,,,Deleted,,,,Workflow,,Workitem_831601700
317,Application_104058265,W_Call after offers,2016-07-14T18:15:48.842+0100,SCHEDULE,New credit,Unknown,0.0,,User_35,,Workitem_1324535936,,,Created,,,,Workflow,,Workitem_1324535936
318,Application_104058265,W_Call after offers,2016-07-14T18:15:48.845+0100,START,New credit,Unknown,0.0,,User_35,,Workitem_743936742,,,Obtained,,,,Workflow,,Workitem_743936742
319,Application_104058265,A_Complete,2016-07-14T18:15:48.847+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,ApplState_1006093858,,,statechange,,,,Application,,ApplState_1006093858
320,Application_104058265,O_Cancelled,2016-07-14T18:20:26.968+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,OfferState_414502865,Offer_1939264376,,statechange,,,,Offer,,OfferState_414502865
321,Application_104058265,A_Cancelled,2016-07-14T18:23:11.524+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,ApplState_1524545573,,,statechange,,,,Application,,ApplState_1524545573
322,Application_104058265,W_Call after offers,2016-07-14T18:23:11.561+0100,COMPLETE,New credit,Unknown,0.0,,User_35,,Workitem_654772686,,,Deleted,,,,Workflow,,Workitem_654772686
0,Application_1059131551,A_Create Application,2016-01-14T12:01:09.610+0100,COMPLETE,New credit,Car,5000.0,,User_6,,Application_1059131551,,,Created,,,,Application,,Application_1059131551
1,Application_1059131551,W_Complete application,2016-01-14T12:01:09.617+0100,SCHEDULE,New credit,Car,5000.0,,User_6,,Workitem_374662778,,,Created,,,,Workflow,,Workitem_374662778
2,Application_1059131551,W_Complete application,2016-01-14T12:01:09.619+0100,START,New credit,Car,5000.0,,User_6,,Workitem_1078251229,,,Obtained,,,,Workflow,,Workitem_1078251229
3,Application_1059131551,A_Concept,2016-01-14T12:01:09.621+0100,COMPLETE,New credit,Car,5000.0,,User_6,,ApplState_132527931,,,statechange,,,,Application,,ApplState_132527931
4,Application_1059131551,A_Accepted,2016-01-14T12:02:16.575+0100,COMPLETE,New credit,Car,5000.0,,User_6,,ApplState_764288733,,,statechange,,,,Application,,ApplState_764288733
5,Application_1059131551,O_Create Offer,2016-01-14T12:03:53.476+0100,COMPLETE,New credit,Car,5000.0,100.0,User_6,True,Offer_908877938,Offer_908877938,5000.0,Created,True,860.0,58.0,Offer,5000.0,Offer_908877938
6,Application_1059131551,O_Created,2016-01-14T12:03:54.681+0100,COMPLETE,New credit,Car,5000.0,,User_6,,OfferState_1373356564,Offer_908877938,,statechange,,,,Offer,,OfferState_1373356564
7,Application_1059131551,O_Sent (mail and online),2016-01-14T12:04:07.521+0100,COMPLETE,New credit,Car,5000.0,,User_6,,OfferState_880509059,Offer_908877938,,statechange,,,,Offer,,OfferState_880509059
8,Application_1059131551,W_Complete application,2016-01-14T12:04:07.536+0100,COMPLETE,New credit,Car,5000.0,,User_6,,Workitem_2010510279,,,Deleted,,,,Workflow,,Workitem_2010510279
9,Application_1059131551,W_Call after offers,2016-01-14T12:04:07.542+0100,SCHEDULE,New credit,Car,5000.0,,User_6,,Workitem_936382821,,,Created,,,,Workflow,,Workitem_936382821
10,Application_1059131551,W_Call after offers,2016-01-14T12:04:07.544+0100,START,New credit,Car,5000.0,,User_6,,Workitem_1311236898,,,Obtained,,,,Workflow,,Workitem_1311236898
11,Application_1059131551,A_Complete,2016-01-14T12:04:07.546+0100,COMPLETE,New credit,Car,5000.0,,User_6,,ApplState_526399148,,,statechange,,,,Application,,ApplState_526399148
12,Application_1059131551,W_Call after offers,2016-01-14T12:05:36.227+0100,SUSPEND,New credit,Car,5000.0,,User_6,,Workitem_425616812,,,Released,,,,Workflow,,Workitem_425616812
13,Application_1059131551,W_Call after offers,2016-01-18T09:33:10.000+0100,RESUME,New credit,Car,5000.0,,User_85,,Workitem_1397158442,,,Obtained,,,,Workflow,,Workitem_1397158442
14,Application_1059131551,W_Call after offers,2016-01-18T09:33:26.150+0100,SUSPEND,New credit,Car,5000.0,,User_85,,Workitem_1596933455,,,Released,,,,Workflow,,Workitem_1596933455
15,Application_1059131551,W_Call after offers,2016-01-20T09:40:12.875+0100,ATE_ABORT,New credit,Car,5000.0,,User_114,,Workitem_869043466,,,Deleted,,,,Workflow,,Workitem_869043466
16,Application_1059131551,W_Validate application,2016-01-20T09:40:12.888+0100,SCHEDULE,New credit,Car,5000.0,,User_114,,Workitem_525828361,,,Created,,,,Workflow,,Workitem_525828361
17,Application_1059131551,W_Validate application,2016-01-20T09:40:12.891+0100,START,New credit,Car,5000.0,,User_114,,Workitem_169481177,,,Obtained,,,,Workflow,,Workitem_169481177
18,Application_1059131551,A_Validating,2016-01-20T09:40:13.812+0100,COMPLETE,New credit,Car,5000.0,,User_114,,ApplState_1395715581,,,statechange,,,,Application,,ApplState_1395715581
19,Application_1059131551,O_Returned,2016-01-20T09:40:51.327+0100,COMPLETE,New credit,Car,5000.0,,User_114,,OfferState_1775741011,Offer_908877938,,statechange,,,,Offer,,OfferState_1775741011
20,Application_1059131551,W_Validate application,2016-01-20T09:43:21.601+0100,SUSPEND,New credit,Car,5000.0,,User_114,,Workitem_691082496,,,Released,,,,Workflow,,Workitem_691082496
21,Application_1059131551,W_Validate application,2016-01-21T07:00:46.383+0100,RESUME,New credit,Car,5000.0,,User_68,,Workitem_2011914660,,,Obtained,,,,Workflow,,Workitem_2011914660
22,Application_1059131551,W_Validate application,2016-01-21T07:01:01.885+0100,SUSPEND,New credit,Car,5000.0,,User_68,,Workitem_452316557,,,Released,,,,Workflow,,Workitem_452316557
23,Application_1059131551,W_Validate application,2016-01-21T10:00:53.837+0100,RESUME,New credit,Car,5000.0,,User_68,,Workitem_1120696870,,,Obtained,,,,Workflow,,Workitem_1120696870
24,Application_1059131551,O_Accepted,2016-01-21T10:24:15.182+0100,COMPLETE,New credit,Car,5000.0,,User_68,,OfferState_1469283394,Offer_908877938,,statechange,,,,Offer,,OfferState_1469283394
25,Application_1059131551,A_Pending,2016-01-21T10:24:15.186+0100,COMPLETE,New credit,Car,5000.0,,User_68,,ApplState_1725260056,,,statechange,,,,Application,,ApplState_1725260056
26,Application_1059131551,W_Validate application,2016-01-21T10:24:15.188+0100,COMPLETE,New credit,Car,5000.0,,User_68,,Workitem_1021085674,,,Deleted,,,,Workflow,,Workitem_1021085674
90,Application_111093497,A_Create Application,2016-02-20T19:25:48.289+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,Application_111093497,,,Created,,,,Application,,Application_111093497
91,Application_111093497,A_Submitted,2016-02-20T19:25:48.328+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,ApplState_1292348426,,,statechange,,,,Application,,ApplState_1292348426
92,Application_111093497,W_Handle leads,2016-02-20T19:25:48.717+0100,SCHEDULE,New credit,Home improvement,15000.0,,User_1,,Workitem_146753158,,,Created,,,,Workflow,,Workitem_146753158
93,Application_111093497,W_Handle leads,2016-02-20T19:27:03.931+0100,WITHDRAW,New credit,Home improvement,15000.0,,User_1,,Workitem_225835950,,,Deleted,,,,Workflow,,Workitem_225835950
94,Application_111093497,W_Complete application,2016-02-20T19:27:03.939+0100,SCHEDULE,New credit,Home improvement,15000.0,,User_1,,Workitem_36314607,,,Created,,,,Workflow,,Workitem_36314607
95,Application_111093497,A_Concept,2016-02-20T19:27:03.946+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,ApplState_1077901577,,,statechange,,,,Application,,ApplState_1077901577
96,Application_111093497,W_Complete application,2016-02-23T10:39:56.111+0100,START,New credit,Home improvement,15000.0,,User_3,,Workitem_1604821506,,,Obtained,,,,Workflow,,Workitem_1604821506
97,Application_111093497,W_Complete application,2016-02-23T10:40:51.000+0100,SUSPEND,New credit,Home improvement,15000.0,,User_3,,Workitem_1801795774,,,Released,,,,Workflow,,Workitem_1801795774
98,Application_111093497,A_Accepted,2016-02-23T14:28:27.735+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,ApplState_2057578522,,,statechange,,,,Application,,ApplState_2057578522
99,Application_111093497,O_Create Offer,2016-02-23T14:34:17.144+0100,COMPLETE,New credit,Home improvement,15000.0,157.59,User_41,False,Offer_1734707259,Offer_1734707259,15000.0,Created,True,0.0,120.0,Offer,15000.0,Offer_1734707259
100,Application_111093497,O_Created,2016-02-23T14:34:18.429+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,OfferState_998507438,Offer_1734707259,,statechange,,,,Offer,,OfferState_998507438
101,Application_111093497,O_Create Offer,2016-02-23T14:34:41.173+0100,COMPLETE,New credit,Home improvement,15000.0,108.81,User_41,False,Offer_1958078844,Offer_1958078844,10000.0,Created,True,0.0,120.0,Offer,10000.0,Offer_1958078844
102,Application_111093497,O_Created,2016-02-23T14:34:42.387+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,OfferState_1170766347,Offer_1958078844,,statechange,,,,Offer,,OfferState_1170766347
103,Application_111093497,O_Sent (mail and online),2016-02-23T14:35:32.034+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,OfferState_97124241,Offer_1958078844,,statechange,,,,Offer,,OfferState_97124241
104,Application_111093497,O_Sent (mail and online),2016-02-23T14:35:32.036+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,OfferState_741707577,Offer_1734707259,,statechange,,,,Offer,,OfferState_741707577
105,Application_111093497,W_Complete application,2016-02-23T14:35:32.051+0100,ATE_ABORT,New credit,Home improvement,15000.0,,User_41,,Workitem_1856793792,,,Deleted,,,,Workflow,,Workitem_1856793792
106,Application_111093497,W_Call after offers,2016-02-23T14:35:32.058+0100,SCHEDULE,New credit,Home improvement,15000.0,,User_41,,Workitem_1532442818,,,Created,,,,Workflow,,Workitem_1532442818
107,Application_111093497,W_Call after offers,2016-02-23T14:35:32.060+0100,START,New credit,Home improvement,15000.0,,User_41,,Workitem_1112034028,,,Obtained,,,,Workflow,,Workitem_1112034028
108,Application_111093497,A_Complete,2016-02-23T14:35:32.062+0100,COMPLETE,New credit,Home improvement,15000.0,,User_41,,ApplState_722964179,,,statechange,,,,Application,,ApplState_722964179
109,Application_111093497,W_Call after offers,2016-02-23T14:42:44.496+0100,SUSPEND,New credit,Home improvement,15000.0,,User_41,,Workitem_431850795,,,Released,,,,Workflow,,Workitem_431850795
110,Application_111093497,W_Call after offers,2016-02-29T11:27:28.246+0100,RESUME,New credit,Home improvement,15000.0,,User_31,,Workitem_1028011682,,,Obtained,,,,Workflow,,Workitem_1028011682
111,Application_111093497,W_Call after offers,2016-02-29T11:30:09.666+0100,SUSPEND,New credit,Home improvement,15000.0,,User_31,,Workitem_773429506,,,Released,,,,Workflow,,Workitem_773429506
112,Application_111093497,A_Cancelled,2016-03-25T08:01:20.365+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,ApplState_1054171063,,,statechange,,,,Application,,ApplState_1054171063
113,Application_111093497,O_Cancelled,2016-03-25T08:01:20.409+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,OfferState_782323064,Offer_1958078844,,statechange,,,,Offer,,OfferState_782323064
114,Application_111093497,O_Cancelled,2016-03-25T08:01:20.418+0100,COMPLETE,New credit,Home improvement,15000.0,,User_1,,OfferState_1292146794,Offer_1734707259,,statechange,,,,Offer,,OfferState_1292146794
115,Application_111093497,W_Call after offers,2016-03-25T08:01:20.430+0100,ATE_ABORT,New credit,Home improvement,15000.0,,User_1,,Workitem_2098843333,,,Deleted,,,,Workflow,,Workitem_2098843333
213,Application_1244824900,A_Create Application,2016-06-13T12:45:01.616+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,Application_1244824900,,,Created,,,,Application,,Application_1244824900
214,Application_1244824900,W_Complete application,2016-06-13T12:45:01.628+0100,SCHEDULE,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_725175903,,,Created,,,,Workflow,,Workitem_725175903
215,Application_1244824900,W_Complete application,2016-06-13T12:45:01.632+0100,START,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_1609925693,,,Obtained,,,,Workflow,,Workitem_1609925693
216,Application_1244824900,A_Concept,2016-06-13T12:45:01.635+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,ApplState_195595783,,,statechange,,,,Application,,ApplState_195595783
217,Application_1244824900,A_Accepted,2016-06-13T12:48:14.486+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,ApplState_1950694412,,,statechange,,,,Application,,ApplState_1950694412
218,Application_1244824900,O_Create Offer,2016-06-13T12:49:59.844+0100,COMPLETE,New credit,Existing loan takeover,18500.0,224.31,User_49,True,Offer_1388757244,Offer_1388757244,0.0,Created,False,0.0,98.0,Offer,18500.0,Offer_1388757244
219,Application_1244824900,O_Created,2016-06-13T12:50:01.564+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,OfferState_1036676034,Offer_1388757244,,statechange,,,,Offer,,OfferState_1036676034
220,Application_1244824900,O_Sent (mail and online),2016-06-13T12:50:20.395+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,OfferState_1411847512,Offer_1388757244,,statechange,,,,Offer,,OfferState_1411847512
221,Application_1244824900,W_Complete application,2016-06-13T12:50:20.436+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_536991880,,,Deleted,,,,Workflow,,Workitem_536991880
222,Application_1244824900,W_Call after offers,2016-06-13T12:50:20.454+0100,SCHEDULE,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_536752048,,,Created,,,,Workflow,,Workitem_536752048
223,Application_1244824900,W_Call after offers,2016-06-13T12:50:20.459+0100,START,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_313489927,,,Obtained,,,,Workflow,,Workitem_313489927
224,Application_1244824900,A_Complete,2016-06-13T12:50:20.465+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_49,,ApplState_383444483,,,statechange,,,,Application,,ApplState_383444483
225,Application_1244824900,W_Call after offers,2016-06-13T12:51:44.496+0100,SUSPEND,New credit,Existing loan takeover,18500.0,,User_49,,Workitem_625538271,,,Released,,,,Workflow,,Workitem_625538271
226,Application_1244824900,W_Call after offers,2016-06-20T11:51:00.978+0100,ATE_ABORT,New credit,Existing loan takeover,18500.0,,User_123,,Workitem_490235351,,,Deleted,,,,Workflow,,Workitem_490235351
227,Application_1244824900,W_Validate application,2016-06-20T11:51:00.985+0100,SCHEDULE,New credit,Existing loan takeover,18500.0,,User_123,,Workitem_889968053,,,Created,,,,Workflow,,Workitem_889968053
228,Application_1244824900,W_Validate application,2016-06-20T11:51:00.986+0100,START,New credit,Existing loan takeover,18500.0,,User_123,,Workitem_1206121518,,,Obtained,,,,Workflow,,Workitem_1206121518
229,Application_1244824900,A_Validating,2016-06-20T11:51:01.937+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_123,,ApplState_1307023781,,,statechange,,,,Application,,ApplState_1307023781
230,Application_1244824900,O_Returned,2016-06-20T11:51:23.211+0100,COMPLETE,New credit,Existing loan takeover,18500.0,,User_123,,OfferState_2036893994,Offer_1388757244,,statechange,,,,Offer,,OfferState_2036893994
231,Application_1244824900,W_Validate application,2016-06-20T11:58:08.996+0100,SUSPEND,New credit,Existing loan takeover,18500.0,,User_123,,Workitem_2002842072,,,Released,,,,Workflow,,Workitem_2002842072
232,Application_1244824900,W_Validate application,2016-06-23T07:16:41.700+0100,RESUME,New credit,Existing loan takeover,18500.0,,User_87,,Workitem_1127431407,,,Obtained,,,,Workflow,,Workitem_1127431407
