idx,case,Activity,timestamp,lifecycle,ApplicationType,LoanGoal,RequestedAmount,MonthlyCost,resource,Selected,EventID,OfferID,FirstWithdrawalAmount,Action,Accepted,CreditScore,NumberOfTerms,EventOrigin,OfferedAmount,EventIDraw
5516,Application_1006164631,A_Denied,2016-08-10T10:09:46.069+0100,COMPLETE,New credit,Car,5000.0,,User_68,,ApplState_1681040186,,,statechange,,,,Application,,ApplState_1681040186
5517,Application_1006164631,O_Refused,2016-08-10T10:09:46.106+0100,COMPLETE,New credit,Car,5000.0,,User_68,,OfferState_1908110751,Offer_1973148758,,statechange,,,,Offer,,OfferState_1908110751
5518,Application_1006164631,W_Validate application,2016-08-10T10:09:46.118+0100,ATE_ABORT,New credit,Car,5000.0,,User_68,,Workitem_796229029,,,Deleted,,,,Workflow,,Workitem_796229029
11524,Application_1010390571,A_Create Application,2016-12-08T17:33:55.872+0100,COMPLETE,New credit,Car,5000.0,,User_1,,Application_1010390571,,,Created,,,,Application,,Application_1010390571
11525,Application_1010390571,A_Submitted,2016-12-08T17:33:56.952+0100,COMPLETE,New credit,Car,5000.0,,User_1,,ApplState_1817382561,,,statechange,,,,Application,,ApplState_1817382561
11526,Application_1010390571,W_Handle leads,2016-12-08T17:33:57.097+0100,SCHEDULE,New credit,Car,5000.0,,User_1,,Workitem_957068555,,,Created,,,,Workflow,,Workitem_957068555
11527,Application_1010390571,W_Handle leads,2016-12-08T17:34:45.204+0100,WITHDRAW,New credit,Car,5000.0,,User_1,,Workitem_1846476613,,,Deleted,,,,Workflow,,Workitem_1846476613
11528,Application_1010390571,W_Complete application,2016-12-08T17:34:45.209+0100,SCHEDULE,New credit,Car,5000.0,,User_1,,Workitem_1578903943,,,Created,,,,Workflow,,Workitem_1578903943
11529,Application_1010390571,A_Concept,2016-12-08T17:34:45.212+0100,COMPLETE,New credit,Car,5000.0,,User_1,,ApplState_1607148431,,,statechange,,,,Application,,ApplState_1607148431
11530,Application_1010390571,W_Complete application,2016-12-10T10:50:04.260+0100,START,New credit,Car,5000.0,,User_37,,Workitem_1627827809,,,Obtained,,,,Workflow,,Workitem_1627827809
11531,Application_1010390571,W_Complete application,2016-12-10T10:51:23.074+0100,SUSPEND,New credit,Car,5000.0,,User_37,,Workitem_112586336,,,Released,,,,Workflow,,Workitem_112586336
11532,Application_1010390571,A_Accepted,2016-12-10T11:06:24.142+0100,COMPLETE,New credit,Car,5000.0,,User_70,,ApplState_303836582,,,statechange,,,,Application,,ApplState_303836582
11533,Application_1010390571,O_Create Offer,2016-12-10T11:08:36.808+0100,COMPLETE,New credit,Car,5000.0,97.4,User_70,True,Offer_612225594,Offer_612225594,5000.0,Created,False,0.0,60.0,Offer,5000.0,Offer_612225594
11534,Application_1010390571,O_Created,2016-12-10T11:08:37.299+0100,COMPLETE,New credit,Car,5000.0,,User_70,,OfferState_1510997558,Offer_612225594,,statechange,,,,Offer,,OfferState_1510997558
11535,Application_1010390571,W_Complete application,2016-12-12T13:55:37.378+0100,RESUME,New credit,Car,5000.0,,User_49,,Workitem_2010855515,,,Obtained,,,,Workflow,,Workitem_2010855515
11536,Application_1010390571,O_Sent (mail and online),2016-12-12T13:56:02.052+0100,COMPLETE,New credit,Car,5000.0,,User_49,,OfferState_33283459,Offer_612225594,,statechange,,,,Offer,,OfferState_33283459
11537,Application_1010390571,W_Complete application,2016-12-12T13:56:02.065+0100,COMPLETE,New credit,Car,5000.0,,User_49,,Workitem_1856144619,,,Deleted,,,,Workflow,,Workitem_1856144619
11538,Application_1010390571,W_Call after offers,2016-12-12T13:56:02.070+0100,SCHEDULE,New credit,Car,5000.0,,User_49,,Workitem_1666506755,,,Created,,,,Workflow,,Workitem_1666506755
11539,Application_1010390571,W_Call after offers,2016-12-12T13:56:02.072+0100,START,New credit,Car,5000.0,,User_49,,Workitem_449139266,,,Obtained,,,,Workflow,,Workitem_449139266
11540,Application_1010390571,A_Complete,2016-12-12T13:56:02.074+0100,COMPLETE,New credit,Car,5000.0,,User_49,,ApplState_116950419,,,statechange,,,,Application,,ApplState_116950419
11541,Application_1010390571,W_Call after offers,2016-12-12T13:56:05.398+0100,SUSPEND,New credit,Car,5000.0,,User_49,,Workitem_1202821003,,,Released,,,,Workflow,,Workitem_1202821003
11542,Application_1010390571,W_Call after offers,2016-12-16T07:31:37.252+0100,ATE_ABORT,New credit,Car,5000.0,,User_1,,Workitem_2103965345,,,Deleted,,,,Workflow,,Workitem_2103965345
11543,Application_1010390571,W_Call after offers,2016-12-16T07:31:37.258+0100,SCHEDULE,New credit,Car,5000.0,,User_1,,Workitem_1824312166,,,Created,,,,Workflow,,Workitem_1824312166
11544,Application_1010390571,W_Call after offers,2016-12-16T12:59:21.459+0100,WITHDRAW,New credit,Car,5000.0,,User_134,,Workitem_1302429796,,,Deleted,,,,Workflow,,Workitem_1302429796
11545,Application_1010390571,W_Validate application,2016-12-16T12:59:21.465+0100,SCHEDULE,New credit,Car,5000.0,,User_134,,Workitem_1668999073,,,Created,,,,Workflow,,Workitem_1668999073
11546,Application_1010390571,W_Validate application,2016-12-16T12:59:21.467+0100,START,New credit,Car,5000.0,,User_134,,Workitem_1526755071,,,Obtained,,,,Workflow,,Workitem_1526755071
11547,Application_1010390571,A_Validating,2016-12-16T12:59:22.953+0100,COMPLETE,New credit,Car,5000.0,,User_134,,ApplState_692483432,,,statechange,,,,Application,,ApplState_692483432
11548,Application_1010390571,O_Returned,2016-12-16T12:59:27.878+0100,COMPLETE,New credit,Car,5000.0,,User_134,,OfferState_248384205,Offer_612225594,,statechange,,,,Offer,,OfferState_248384205
11549,Application_1010390571,W_Validate application,2016-12-16T13:10:48.570+0100,SUSPEND,New credit,Car,5000.0,,User_134,,Workitem_1419981925,,,Released,,,,Workflow,,Workitem_1419981925
11550,Application_1010390571,W_Validate application,2016-12-16T14:32:21.084+0100,RESUME,New credit,Car,5000.0,,User_93,,Workitem_962216881,,,Obtained,,,,Workflow,,Workitem_962216881
11551,Application_1010390571,W_Validate application,2016-12-16T15:42:33.608+0100,SUSPEND,New credit,Car,5000.0,,User_93,,Workitem_728665810,,,Released,,,,Workflow,,Workitem_728665810
11552,Application_1010390571,W_Validate application,2016-12-16T15:42:44.706+0100,RESUME,New credit,Car,5000.0,,User_93,,Workitem_378932086,,,Obtained,,,,Workflow,,Workitem_378932086
11553,Application_1010390571,A_Denied,2016-12-16T16:05:34.128+0100,COMPLETE,New credit,Car,5000.0,,User_93,,ApplState_1821420558,,,statechange,,,,Application,,ApplState_1821420558
11554,Application_1010390571,O_Refused,2016-12-16T16:05:34.157+0100,COMPLETE,New credit,Car,5000.0,,User_93,,OfferState_1939435383,Offer_612225594,,statechange,,,,Offer,,OfferState_1939435383
11555,Application_1010390571,W_Validate application,2016-12-16T16:05:34.168+0100,COMPLETE,New credit,Car,5000.0,,User_93,,Workitem_756984700,,,Deleted,,,,Workflow,,Workitem_756984700
11877,Application_1011449253,A_Create Application,2016-12-22T10:21:34.141+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,Application_1011449253,,,Created,,,,Application,,Application_1011449253
11878,Application_1011449253,W_Complete application,2016-12-22T10:21:34.154+0100,SCHEDULE,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_1843598509,,,Created,,,,Workflow,,Workitem_1843598509
11879,Application_1011449253,W_Complete application,2016-12-22T10:21:34.157+0100,START,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_2136051917,,,Obtained,,,,Workflow,,Workitem_2136051917
11880,Application_1011449253,A_Concept,2016-12-22T10:21:34.160+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,ApplState_2132427040,,,statechange,,,,Application,,ApplState_2132427040
11881,Application_1011449253,A_Accepted,2016-12-22T10:25:22.495+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,ApplState_32702759,,,statechange,,,,Application,,ApplState_32702759
11882,Application_1011449253,O_Create Offer,2016-12-22T10:27:46.219+0100,COMPLETE,New credit,"Other, see explanation",21800.0,301.14,User_14,True,Offer_528954691,Offer_528954691,0.0,Created,True,906.0,84.0,Offer,21800.0,Offer_528954691
11883,Application_1011449253,O_Created,2016-12-22T10:27:46.804+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,OfferState_1480944663,Offer_528954691,,statechange,,,,Offer,,OfferState_1480944663
11884,Application_1011449253,O_Sent (mail and online),2016-12-22T10:27:53.628+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,OfferState_1291304784,Offer_528954691,,statechange,,,,Offer,,OfferState_1291304784
11885,Application_1011449253,W_Complete application,2016-12-22T10:27:53.640+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_369523101,,,Deleted,,,,Workflow,,Workitem_369523101
11886,Application_1011449253,W_Call after offers,2016-12-22T10:27:53.645+0100,SCHEDULE,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_146438746,,,Created,,,,Workflow,,Workitem_146438746
11887,Application_1011449253,W_Call after offers,2016-12-22T10:27:53.647+0100,START,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_363334862,,,Obtained,,,,Workflow,,Workitem_363334862
11888,Application_1011449253,A_Complete,2016-12-22T10:27:53.649+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_14,,ApplState_864788103,,,statechange,,,,Application,,ApplState_864788103
11889,Application_1011449253,W_Call after offers,2016-12-22T10:31:04.286+0100,SUSPEND,New credit,"Other, see explanation",21800.0,,User_14,,Workitem_579090591,,,Released,,,,Workflow,,Workitem_579090591
11890,Application_1011449253,W_Call after offers,2016-12-26T07:32:13.244+0100,ATE_ABORT,New credit,"Other, see explanation",21800.0,,User_1,,Workitem_752699118,,,Deleted,,,,Workflow,,Workitem_752699118
11891,Application_1011449253,W_Call after offers,2016-12-26T07:32:13.250+0100,SCHEDULE,New credit,"Other, see explanation",21800.0,,User_1,,Workitem_436797725,,,Created,,,,Workflow,,Workitem_436797725
11892,Application_1011449253,W_Call after offers,2016-12-29T09:39:15.684+0100,WITHDRAW,New credit,"Other, see explanation",21800.0,,User_112,,Workitem_2049724505,,,Deleted,,,,Workflow,,Workitem_2049724505
11893,Application_1011449253,W_Validate application,2016-12-29T09:39:15.693+0100,SCHEDULE,New credit,"Other, see explanation",21800.0,,User_112,,Workitem_25802280,,,Created,,,,Workflow,,Workitem_25802280
11894,Application_1011449253,W_Validate application,2016-12-29T09:39:15.694+0100,START,New credit,"Other, see explanation",21800.0,,User_112,,Workitem_1454245684,,,Obtained,,,,Workflow,,Workitem_1454245684
11895,Application_1011449253,A_Validating,2016-12-29T09:39:16.566+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_112,,ApplState_1958144123,,,statechange,,,,Application,,ApplState_1958144123
11896,Application_1011449253,O_Returned,2016-12-29T09:40:43.356+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_112,,OfferState_1178592817,Offer_528954691,,statechange,,,,Offer,,OfferState_1178592817
11897,Application_1011449253,W_Validate application,2016-12-29T09:41:19.618+0100,SUSPEND,New credit,"Other, see explanation",21800.0,,User_112,,Workitem_1105093046,,,Released,,,,Workflow,,Workitem_1105093046
11898,Application_1011449253,O_Accepted,2016-12-29T12:09:16.379+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_75,,OfferState_1058949004,Offer_528954691,,statechange,,,,Offer,,OfferState_1058949004
11899,Application_1011449253,A_Pending,2016-12-29T12:09:16.385+0100,COMPLETE,New credit,"Other, see explanation",21800.0,,User_75,,ApplState_1692493830,,,statechange,,,,Application,,ApplState_1692493830
11900,Application_1011449253,W_Validate application,2016-12-29T12:09:16.387+0100,ATE_ABORT,New credit,"Other, see explanation",21800.0,,User_75,,Workitem_133695912,,,Deleted,,,,Workflow,,Workitem_133695912
11901,Application_1016778548,A_Create Application,2016-12-23T14:30:01.692+0100,COMPLETE,New credit,Car,7000.0,,User_1,,Application_1016778548,,,Created,,,,Application,,Application_1016778548
11902,Application_1016778548,A_Submitted,2016-12-23T14:30:02.848+0100,COMPLETE,New credit,Car,7000.0,,User_1,,ApplState_903436272,,,statechange,,,,Application,,ApplState_903436272
11903,Application_1016778548,W_Handle leads,2016-12-23T14:30:03.191+0100,SCHEDULE,New credit,Car,7000.0,,User_1,,Workitem_217935951,,,Created,,,,Workflow,,Workitem_217935951
11904,Application_1016778548,W_Handle leads,2016-12-23T14:30:34.461+0100,WITHDRAW,New credit,Car,7000.0,,User_1,,Workitem_758928746,,,Deleted,,,,Workflow,,Workitem_758928746
11905,Application_1016778548,W_Complete application,2016-12-23T14:30:34.468+0100,SCHEDULE,New credit,Car,7000.0,,User_1,,Workitem_973743514,,,Created,,,,Workflow,,Workitem_973743514
11906,Application_1016778548,A_Concept,2016-12-23T14:30:34.472+0100,COMPLETE,New credit,Car,7000.0,,User_1,,ApplState_54858545,,,statechange,,,,Application,,ApplState_54858545
11907,Application_1016778548,W_Complete application,2016-12-23T17:16:40.462+0100,START,New credit,Car,7000.0,,User_96,,Workitem_1232507337,,,Obtained,,,,Workflow,,Workitem_1232507337
11908,Application_1016778548,W_Complete application,2016-12-23T17:21:35.427+0100,SUSPEND,New credit,Car,7000.0,,User_96,,Workitem_1639444153,,,Released,,,,Workflow,,Workitem_1639444153
11909,Application_1016778548,A_Accepted,2016-12-23T19:51:14.767+0100,COMPLETE,New credit,Car,7000.0,,User_61,,ApplState_1490498774,,,statechange,,,,Application,,ApplState_1490498774
11910,Application_1016778548,O_Create Offer,2016-12-23T19:52:21.575+0100,COMPLETE,New credit,Car,7000.0,70.0,User_61,True,Offer_444470145,Offer_444470145,0.0,Created,True,1061.0,138.0,Offer,7000.0,Offer_444470145
11911,Application_1016778548,O_Created,2016-12-23T19:52:22.314+0100,COMPLETE,New credit,Car,7000.0,,User_61,,OfferState_1749667398,Offer_444470145,,statechange,,,,Offer,,OfferState_1749667398
11912,Application_1016778548,O_Sent (mail and online),2016-12-23T19:53:18.279+0100,COMPLETE,New credit,Car,7000.0,,User_61,,OfferState_885920716,Offer_444470145,,statechange,,,,Offer,,OfferState_885920716
11913,Application_1016778548,W_Complete application,2016-12-23T19:53:18.292+0100,ATE_ABORT,New credit,Car,7000.0,,User_61,,Workitem_673508440,,,Deleted,,,,Workflow,,Workitem_673508440
11914,Application_1016778548,W_Call after offers,2016-12-23T19:53:18.297+0100,SCHEDULE,New credit,Car,7000.0,,User_61,,Workitem_2108895981,,,Created,,,,Workflow,,Workitem_2108895981
11915,Application_1016778548,W_Call after offers,2016-12-23T19:53:18.300+0100,START,New credit,Car,7000.0,,User_61,,Workitem_1102582777,,,Obtained,,,,Workflow,,Workitem_1102582777
11916,Application_1016778548,A_Complete,2016-12-23T19:53:18.301+0100,COMPLETE,New credit,Car,7000.0,,User_61,,ApplState_197307905,,,statechange,,,,Application,,ApplState_197307905
11917,Application_1016778548,W_Call after offers,2016-12-23T19:53:47.800+0100,SUSPEND,New credit,Car,7000.0,,User_61,,Workitem_323880567,,,Released,,,,Workflow,,Workitem_323880567
11918,Application_1016778548,W_Call after offers,2016-12-27T07:31:48.012+0100,ATE_ABORT,New credit,Car,7000.0,,User_1,,Workitem_1203918563,,,Deleted,,,,Workflow,,Workitem_1203918563
11919,Application_1016778548,W_Call after offers,2016-12-27T07:31:48.018+0100,SCHEDULE,New credit,Car,7000.0,,User_1,,Workitem_828761326,,,Created,,,,Workflow,,Workitem_828761326
11920,Application_1016778548,W_Call after offers,2017-01-02T11:27:45.155+0100,WITHDRAW,New credit,Car,7000.0,,User_113,,Workitem_1055626974,,,Deleted,,,,Workflow,,Workitem_1055626974
11921,Application_1016778548,W_Validate application,2017-01-02T11:27:45.165+0100,SCHEDULE,New credit,Car,7000.0,,User_113,,Workitem_19283230,,,Created,,,,Workflow,,Workitem_19283230
11922,Application_1016778548,W_Validate application,2017-01-02T11:27:45.170+0100,START,New credit,Car,7000.0,,User_113,,Workitem_520865784,,,Obtained,,,,Workflow,,Workitem_520865784
11923,Application_1016778548,A_Validating,2017-01-02T11:27:46.026+0100,COMPLETE,New credit,Car,7000.0,,User_113,,ApplState_206299161,,,statechange,,,,Application,,ApplState_206299161
11924,Application_1016778548,O_Returned,2017-01-02T11:27:56.079+0100,COMPLETE,New credit,Car,7000.0,,User_113,,OfferState_1806166572,Offer_444470145,,statechange,,,,Offer,,OfferState_1806166572
11925,Application_1016778548,W_Validate application,2017-01-02T11:31:28.817+0100,SUSPEND,New credit,Car,7000.0,,User_113,,Workitem_1099496669,,,Released,,,,Workflow,,Workitem_1099496669
11926,Application_1016778548,O_Accepted,2017-01-02T13:03:48.751+0100,COMPLETE,New credit,Car,7000.0,,User_31,,OfferState_1890064122,Offer_444470145,,statechange,,,,Offer,,OfferState_1890064122
11927,Application_1016778548,A_Pending,2017-01-02T13:03:48.756+0100,COMPLETE,New credit,Car,7000.0,,User_31,,ApplState_1802133925,,,statechange,,,,Application,,ApplState_1802133925
11928,Application_1016778548,W_Validate application,2017-01-02T13:03:48.766+0100,ATE_ABORT,New credit,Car,7000.0,,User_31,,Workitem_776908532,,,Deleted,,,,Workflow,,Workitem_776908532
3634,Application_1018538193,A_Create Application,2016-05-25T13:26:42.860+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,Application_1018538193,,,Created,,,,Application,,Application_1018538193
3635,Application_1018538193,W_Complete application,2016-05-25T13:26:42.877+0100,SCHEDULE,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_1361633964,,,Created,,,,Workflow,,Workitem_1361633964
3636,Application_1018538193,W_Complete application,2016-05-25T13:26:42.882+0100,START,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_69045269,,,Obtained,,,,Workflow,,Workitem_69045269
3637,Application_1018538193,A_Concept,2016-05-25T13:26:42.888+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,ApplState_1834536290,,,statechange,,,,Application,,ApplState_1834536290
3638,Application_1018538193,A_Accepted,2016-05-25T13:35:42.368+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,ApplState_1409464484,,,statechange,,,,Application,,ApplState_1409464484
3639,Application_1018538193,O_Create Offer,2016-05-25T13:36:21.867+0100,COMPLETE,New credit,Existing loan takeover,70000.0,732.15,User_61,False,Offer_2091800337,Offer_2091800337,15200.0,Created,True,0.0,120.0,Offer,70000.0,Offer_2091800337
3640,Application_1018538193,O_Created,2016-05-25T13:36:23.612+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,OfferState_292693659,Offer_2091800337,,statechange,,,,Offer,,OfferState_292693659
3641,Application_1018538193,O_Sent (mail and online),2016-05-25T13:37:09.235+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,OfferState_411000045,Offer_2091800337,,statechange,,,,Offer,,OfferState_411000045
3642,Application_1018538193,W_Complete application,2016-05-25T13:37:09.260+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_1018148483,,,Deleted,,,,Workflow,,Workitem_1018148483
3643,Application_1018538193,W_Call after offers,2016-05-25T13:37:09.268+0100,SCHEDULE,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_693810081,,,Created,,,,Workflow,,Workitem_693810081
3644,Application_1018538193,W_Call after offers,2016-05-25T13:37:09.270+0100,START,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_1083496766,,,Obtained,,,,Workflow,,Workitem_1083496766
3645,Application_1018538193,A_Complete,2016-05-25T13:37:09.273+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_61,,ApplState_1030404289,,,statechange,,,,Application,,ApplState_1030404289
3646,Application_1018538193,W_Call after offers,2016-05-25T13:38:19.447+0100,SUSPEND,New credit,Existing loan takeover,70000.0,,User_61,,Workitem_1443579115,,,Released,,,,Workflow,,Workitem_1443579115
3647,Application_1018538193,O_Create Offer,2016-05-28T15:48:37.256+0100,COMPLETE,New credit,Existing loan takeover,70000.0,712.76,User_71,False,Offer_1895383589,Offer_1895383589,15200.0,Created,True,0.0,120.0,Offer,70000.0,Offer_1895383589
3648,Application_1018538193,O_Created,2016-05-28T15:48:38.899+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_71,,OfferState_583166302,Offer_1895383589,,statechange,,,,Offer,,OfferState_583166302
3649,Application_1018538193,O_Sent (mail and online),2016-05-28T15:48:52.250+0100,COMPLETE,New credit,Existing loan takeover,70000.0,,User_71,,OfferState_157755581,Offer_1895383589,,statechange,,,,Offer,,OfferState_157755581
3650,Application_1018538193,W_Call after offers,2016-05-30T10:53:50.879+0100,RESUME,New credit,Existing loan takeover,70000.0,,User_15,,Workitem_1732720929,,,Obtained,,,,Workflow,,Workitem_1732720929
3651,Application_1018538193,W_Call after offers,2016-05-30T10:55:12.370+0100,SUSPEND,New credit,Existing loan takeover,70000.0,,User_15,,Workitem_134277683,,,Released,,,,Workflow,,Workitem_134277683
3652,Application_1018538193,W_Call after offers,2016-05-30T13:21:06.161+0100,ATE_ABORT,New credit,Existing loan takeover,70000.0,,User_112,,Workitem_226854669,,,Deleted,,,,Workflow,,Workitem_226854669
3653,Application_1018538193,W_Validate application,2016-05-30T13:21:06.170+0100,SCHEDULE,New credit,Existing loan takeover,70000.0,,User_112,,Workitem_1660664210,,,Created,,,,Workflow,,Workitem_1660664210
